Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Andrés Colorado,Necaxa,MF,,COL,24.0,7.0,0.0,0.0,0.01,0.01,53.3,1.57,0.0,35.3,82.5,88.5,88.7,62.5,71.4,0.0,0.0,0.0,0.04,0.02,0.0,1.71,3.86,0.14,1.71,1.0,5.57,26.29,482.86,105.57,0.43,-0.01,0.14,0.0,0.14,41.71,1.0,19.0,39.43
Braian Samudio,Necaxa,MF,FW,PAR,27.0,8.8,0.46,0.11,0.17,0.15,28.1,2.97,0.34,59.8,65.7,73.5,69.6,50.0,26.7,1.26,0.18,0.36,0.07,0.32,0.57,5.8,3.86,0.0,0.68,1.48,7.95,25.23,413.64,113.98,1.48,-0.03,0.11,0.34,1.7,52.39,1.7,27.84,60.23
Bryan Garnica,Necaxa,MF,DF,MEX,27.0,30.8,0.06,0.16,0.08,0.2,40.8,3.86,0.42,30.8,66.9,84.2,71.3,44.1,46.1,0.26,0.08,0.25,0.1,0.28,0.23,6.3,3.31,0.0,0.88,0.65,5.88,22.6,411.79,169.87,2.34,-0.04,0.06,0.26,7.08,43.34,2.47,20.29,50.52
Cristian González Bautista,Necaxa,DF,MF,MEX,25.0,4.4,0.0,0.23,0.05,0.09,50.0,3.18,0.23,11.1,64.6,84.8,72.1,47.4,66.7,0.0,0.0,0.0,0.03,0.13,0.23,2.95,1.59,0.0,0.23,0.68,5.0,23.18,477.5,218.64,1.36,0.14,0.0,0.68,5.0,45.45,1.36,22.5,71.14
Diber Cambindo,Necaxa,FW,,COL,27.0,11.7,0.68,0.26,0.63,0.14,16.7,2.22,0.43,39.7,61.7,71.7,58.0,58.3,36.5,1.28,0.19,0.53,0.15,0.71,0.94,5.64,1.03,0.0,0.09,0.17,1.79,9.49,134.87,24.62,1.11,0.11,0.0,0.17,0.34,31.45,4.44,18.12,46.58
Diego Gómez,Necaxa,MF,,MEX,19.0,15.9,0.13,0.13,0.11,0.11,42.6,1.38,0.13,30.4,78.5,84.3,82.6,58.5,46.7,0.31,0.13,0.4,0.12,0.22,0.25,0.88,3.02,0.0,1.13,1.89,5.79,21.64,337.11,129.31,0.63,0.02,0.13,0.19,0.19,38.3,0.94,15.41,28.55
Emilio Martínez González,Necaxa,DF,,MEX,20.0,16.3,0.06,0.0,0.0,0.04,45.9,1.47,0.06,38.2,67.0,84.3,71.1,42.7,0.0,0.06,0.17,1.0,0.01,0.04,0.06,1.41,3.93,0.0,1.35,1.47,3.99,23.5,441.47,237.67,0.55,-0.04,0.06,0.12,1.41,46.2,0.31,14.48,26.2
Ezequiel Unsain,Necaxa,GK,,ARG,28.0,24.5,0.0,0.04,0.0,0.03,100.0,0.24,0.04,100.0,55.1,100.0,98.6,39.9,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,0.04,0.0,0.04,0.9,15.55,591.27,470.78,0.08,0.01,0.04,0.04,0.0,30.12,0.0,13.67,58.69
Facundo Batista,Necaxa,FW,,URU,24.0,12.3,0.33,0.08,0.28,0.06,11.1,1.8,0.16,33.0,66.0,72.8,62.5,66.7,63.6,0.98,0.09,0.17,0.08,0.21,0.41,3.09,0.81,0.0,0.0,0.08,1.95,8.54,126.59,22.03,0.73,0.02,0.0,0.08,0.16,23.66,0.89,9.35,14.63
Fernando Arce Jr.,Necaxa,MF,,USA,26.0,24.4,0.08,0.04,0.05,0.01,51.6,1.03,0.12,55.8,76.4,86.3,81.9,57.0,53.8,0.29,0.14,0.29,0.09,0.06,0.12,0.57,2.87,0.0,1.89,1.68,5.12,22.21,413.36,141.43,0.29,0.03,0.0,0.12,0.29,39.88,0.53,15.45,31.8
Heriberto Jurado,Necaxa,MF,,MEX,18.0,13.1,0.08,0.38,0.07,0.18,44.4,2.21,0.61,17.1,63.9,83.2,63.5,42.9,50.9,0.38,0.06,0.2,0.05,0.24,0.46,3.82,1.22,0.0,0.46,1.15,4.96,15.42,264.35,66.79,1.15,0.21,0.08,0.15,5.73,36.26,4.05,19.69,69.69
Jair Cortés,Necaxa,DF,MF,MEX,22.0,10.1,0.0,0.0,0.05,0.01,61.9,1.39,0.0,51.9,64.4,81.9,69.4,39.4,36.4,0.0,0.0,0.0,0.05,0.06,0.0,3.56,3.96,0.0,1.19,2.57,5.54,27.62,495.25,227.13,0.2,-0.01,0.0,0.3,2.97,57.03,1.09,23.96,62.18
Jhon Chancellor,Necaxa,DF,,VEN,31.0,4.3,0.0,0.0,0.0,0.01,60.0,0.7,0.23,75.0,82.0,94.9,93.0,57.9,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.23,2.56,0.0,1.4,1.4,5.58,26.51,579.3,278.6,0.23,0.0,0.0,0.47,0.0,46.98,0.23,20.7,71.63
Jorge Rodríguez,Necaxa,DF,,MEX,21.0,13.9,0.0,0.0,0.03,0.07,54.5,1.3,0.07,45.2,63.5,80.0,63.5,39.3,72.7,0.14,0.0,0.0,0.04,0.11,0.0,1.65,1.94,0.0,1.37,1.73,3.88,22.66,401.37,214.82,0.43,-0.07,0.0,0.14,1.44,47.19,0.79,15.47,42.59
José Paradela,Necaxa,FW,MF,ARG,24.0,13.5,0.37,0.22,0.27,0.22,57.1,3.71,0.44,41.2,65.7,74.5,73.8,47.6,49.2,1.04,0.12,0.29,0.09,0.44,0.59,3.7,5.7,0.0,0.52,1.04,7.04,21.19,402.0,152.59,1.78,0.0,0.44,0.22,3.63,47.11,4.81,27.11,133.7
Raúl Gudiño,Necaxa,GK,,MEX,27.0,9.5,0.0,0.0,0.0,0.0,0.0,0.21,0.0,100.0,60.9,96.2,96.2,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,18.84,646.63,526.53,0.0,0.0,0.0,0.11,0.0,33.37,0.0,14.11,48.42
Ricardo Monreal,Necaxa,FW,MF,MEX,22.0,16.9,0.24,0.53,0.22,0.27,24.1,4.48,0.94,40.6,66.1,75.9,68.7,60.0,39.6,0.77,0.15,0.31,0.14,0.49,0.77,6.86,2.37,0.0,0.3,0.83,5.09,18.22,259.11,67.16,2.07,0.26,0.18,0.18,1.3,43.31,6.27,27.46,54.38
Vicente Poggi,Necaxa,MF,,URU,21.0,5.8,0.0,0.17,0.04,0.03,29.4,2.24,0.17,58.3,81.5,88.4,84.6,72.0,66.7,0.34,0.0,0.0,0.02,0.07,0.17,2.24,5.0,0.17,1.9,2.59,8.62,31.9,579.31,175.86,1.03,0.14,0.0,0.0,0.34,50.17,1.55,24.31,61.9
Édgar Méndez,Necaxa,FW,MF,ESP,33.0,14.3,0.42,0.14,0.34,0.07,40.0,2.17,0.35,47.0,60.7,70.8,68.1,38.9,42.3,0.98,0.16,0.43,0.13,0.4,0.56,5.73,1.96,0.0,0.28,0.49,3.01,12.1,193.08,38.25,0.56,0.08,0.0,0.21,2.17,32.1,1.82,17.97,25.66
Alexis Gutiérrez,Cruz Azul,MF,FW,MEX,23.0,11.8,0.0,0.08,0.14,0.07,27.8,1.86,0.08,38.9,83.5,91.1,89.2,57.7,66.7,0.17,0.0,0.0,0.1,0.22,0.08,6.27,4.66,0.0,0.25,0.68,3.73,34.75,562.46,102.97,1.19,0.02,0.17,0.17,3.39,49.41,1.02,30.17,66.1
Andrés Gudiño,Cruz Azul,GK,,MEX,26.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.8,100.0,99.1,36.1,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.81,16.89,527.33,424.96,0.0,0.0,0.0,0.0,0.0,30.15,0.0,14.37,51.26
Camilo Cándido,Cruz Azul,DF,FW,URU,28.0,7.1,0.14,0.0,0.05,0.12,30.0,2.55,0.0,28.6,78.8,88.7,84.0,56.9,37.5,0.28,0.14,0.5,0.05,0.17,0.14,6.76,5.21,0.0,1.13,0.42,3.8,43.38,800.56,269.3,0.85,-0.11,0.42,0.56,2.68,63.38,1.13,31.27,69.72
Carlos Rotondi,Cruz Azul,DF,MF,ARG,26.0,27.6,0.18,0.11,0.24,0.19,50.7,2.83,0.25,54.5,67.4,84.0,71.7,39.9,46.3,0.65,0.06,0.22,0.08,0.4,0.29,6.96,2.57,0.0,0.87,1.85,4.31,23.99,413.66,134.78,1.38,-0.08,0.22,0.25,5.65,49.46,2.9,26.88,71.7
Carlos Salcedo,Cruz Azul,DF,,MEX,29.0,19.8,0.0,0.0,0.02,0.03,43.5,1.06,0.05,67.5,85.4,91.7,90.8,64.7,83.3,0.05,0.0,0.0,0.05,0.05,0.0,0.76,3.79,0.05,0.86,0.51,4.49,57.22,1158.43,449.44,0.35,-0.03,0.0,1.26,0.3,75.35,0.3,43.54,106.31
Charly Rodríguez,Cruz Azul,MF,,MEX,26.0,27.8,0.04,0.11,0.05,0.16,32.8,4.49,0.22,25.0,84.4,91.6,88.9,70.6,45.2,0.4,0.03,0.09,0.05,0.21,0.14,2.73,8.38,0.0,0.97,0.9,6.62,59.28,1135.97,310.9,2.05,-0.05,0.47,1.19,4.03,78.09,1.51,47.7,130.04
Diber Cambindo,Cruz Azul,FW,MF,COL,27.0,9.2,0.43,0.11,0.34,0.11,40.0,1.96,0.11,35.3,64.1,68.8,72.3,50.0,57.1,0.98,0.13,0.44,0.1,0.46,0.54,4.67,1.41,0.0,0.11,0.11,3.04,10.65,154.67,29.78,0.76,-0.01,0.22,0.0,0.22,29.89,2.28,17.17,48.7
Erik Lira,Cruz Azul,MF,DF,MEX,23.0,24.6,0.0,0.0,0.0,0.02,49.1,1.71,0.12,35.9,88.8,93.2,92.9,72.8,66.7,0.0,0.0,0.0,0.03,0.02,0.0,0.49,4.8,0.04,0.77,1.18,7.32,56.79,1053.9,330.16,0.61,-0.02,0.08,0.81,0.04,71.5,0.61,44.31,112.8
Gabriel Fernández,Cruz Azul,FW,,URU,29.0,4.3,0.46,0.0,0.7,0.11,0.0,2.3,0.0,73.9,67.5,75.0,76.2,50.0,30.8,1.62,0.11,0.29,0.17,0.8,0.46,7.44,2.33,0.0,0.47,0.23,4.42,13.02,168.37,51.4,0.93,-0.12,0.0,0.0,0.23,33.26,3.02,19.07,45.58
Gonzalo Piovi,Cruz Azul,DF,,ARG,28.0,16.2,0.0,0.0,0.1,0.07,55.9,2.71,0.12,37.5,84.7,93.8,90.9,69.2,80.0,0.37,0.0,0.0,0.03,0.11,0.0,0.86,7.72,0.0,2.59,1.36,5.99,70.49,1574.07,513.77,0.86,-0.07,0.12,3.15,1.05,96.05,0.31,57.65,205.99
Ignacio Rivero,Cruz Azul,DF,MF,URU,31.0,27.3,0.11,0.15,0.16,0.14,40.4,3.73,0.26,38.2,76.2,89.0,81.4,49.7,43.2,0.66,0.05,0.17,0.08,0.3,0.26,5.2,6.45,0.0,0.62,0.99,5.2,47.11,832.09,306.74,1.58,0.01,0.15,0.7,5.16,73.88,1.61,38.64,92.6
Juan Escobar,Cruz Azul,DF,,PAR,28.0,13.6,0.0,0.07,0.08,0.02,58.6,1.03,0.22,67.2,82.3,91.1,90.2,57.9,16.7,0.22,0.0,0.0,0.23,0.1,0.07,0.22,2.13,0.07,1.62,1.25,6.18,41.91,866.4,315.74,0.29,0.05,0.0,0.44,0.29,61.99,0.44,32.28,73.9
Kevin Castaño,Cruz Azul,MF,,COL,22.0,8.5,0.0,0.12,0.08,0.04,35.0,2.36,0.24,35.3,85.4,92.5,88.9,68.0,80.0,0.35,0.0,0.0,0.07,0.12,0.12,1.53,7.53,0.12,0.59,1.18,7.18,52.82,919.41,299.29,0.35,0.08,0.0,1.29,0.47,69.41,0.59,41.65,98.12
Kevin Mier,Cruz Azul,GK,,COL,23.0,17.0,0.0,0.0,0.0,0.0,66.7,0.35,0.0,50.0,86.2,99.4,98.8,55.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.12,3.12,36.47,824.12,524.35,0.0,0.0,0.0,0.06,0.0,44.06,0.06,26.53,61.41
Lorenzo Faravelli,Cruz Azul,MF,,ARG,30.0,15.4,0.07,0.0,0.09,0.06,28.9,3.19,0.2,0.0,83.7,89.6,89.8,62.1,70.6,0.39,0.05,0.17,0.08,0.15,0.07,3.9,5.52,0.0,0.58,1.43,4.42,40.58,661.95,157.86,1.17,-0.06,0.26,0.52,0.71,55.71,1.1,33.83,57.21
Moises,Cruz Azul,MF,FW,BRA,26.0,9.5,0.11,0.11,0.21,0.2,37.5,3.36,0.11,33.3,76.3,81.0,82.7,66.7,52.0,0.74,0.05,0.14,0.1,0.41,0.21,4.74,3.16,0.0,0.11,0.21,3.16,18.95,347.47,96.74,1.26,-0.09,0.0,0.42,1.58,36.63,5.26,23.68,128.42
Rodrigo Huescas,Cruz Azul,DF,FW,MEX,19.0,22.1,0.09,0.23,0.11,0.14,52.9,2.45,0.32,60.5,83.5,90.7,85.9,67.1,46.7,0.14,0.09,0.67,0.11,0.26,0.32,6.83,3.71,0.05,0.54,1.18,4.75,42.53,649.73,177.01,1.22,0.09,0.18,0.27,2.08,60.68,1.36,33.44,90.59
Sebastián Jurado,Cruz Azul,GK,,MEX,25.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,68.7,100.0,94.9,34.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,23.24,545.29,367.35,0.0,0.0,0.0,0.0,0.0,35.59,0.29,17.35,32.06
Uriel Antuna,Cruz Azul,MF,FW,MEX,25.0,29.8,0.44,0.2,0.36,0.18,43.8,3.59,0.5,42.9,73.2,82.8,75.3,48.4,49.2,0.97,0.14,0.34,0.12,0.47,0.64,11.81,2.99,0.0,0.44,0.34,2.95,25.91,398.83,104.23,1.85,0.02,0.07,0.2,4.66,44.16,1.98,28.99,79.16
Willer Ditta,Cruz Azul,DF,,COL,26.0,27.3,0.07,0.0,0.05,0.02,48.5,1.21,0.07,42.4,86.8,93.2,92.5,68.4,84.6,0.15,0.13,0.5,0.09,0.06,0.07,0.44,3.48,0.04,0.84,1.1,6.92,57.29,1157.77,410.15,0.37,-0.02,0.07,1.72,0.33,74.18,0.95,44.29,126.63
Ángel Sepúlveda,Cruz Azul,FW,,MEX,32.0,18.7,0.43,0.21,0.51,0.17,16.7,2.67,0.48,57.5,70.2,78.2,71.5,57.7,56.3,1.12,0.13,0.33,0.15,0.59,0.64,5.88,2.03,0.0,0.0,0.27,1.76,14.71,204.97,32.83,1.66,0.05,0.11,0.05,0.53,29.84,0.86,15.24,23.1
