Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Diego Campillo,FC Juarez,MF,DF,MEX,21.0,10.4,0.19,0.1,0.05,0.03,50.0,2.97,0.48,50.0,83.8,89.9,88.4,66.3,42.9,0.58,0.14,0.33,0.04,0.08,0.29,1.44,7.31,0.1,1.63,1.25,6.15,46.25,872.4,243.85,0.58,0.07,0.0,0.96,0.87,67.31,1.35,36.63,116.73
Diego Chávez,FC Juarez,FW,MF,MEX,28.0,12.0,0.08,0.08,0.08,0.11,28.0,2.09,0.17,40.7,64.1,80.0,67.0,36.8,56.5,0.25,0.05,0.33,0.05,0.19,0.17,5.67,2.42,0.0,0.92,1.58,4.67,16.83,265.0,82.92,1.25,-0.02,0.08,0.17,1.0,39.08,1.92,19.08,34.25
Dieter Villalpando,FC Juarez,MF,,MEX,31.0,13.1,0.0,0.23,0.08,0.09,10.5,4.67,0.31,35.0,75.5,87.9,81.9,54.3,55.6,0.46,0.0,0.0,0.04,0.17,0.23,5.95,9.77,0.0,0.31,0.38,5.73,38.85,753.21,255.5,1.91,0.14,0.31,1.07,3.13,61.22,2.75,38.63,111.91
Edson,FC Juarez,DF,MF,BRA,25.0,8.7,0.23,0.0,0.13,0.03,39.3,1.15,0.34,54.5,81.7,90.9,86.5,64.1,40.0,0.23,0.5,1.0,0.29,0.16,0.23,2.41,4.25,0.0,1.49,1.84,6.09,39.54,712.53,257.36,0.46,-0.03,0.23,0.34,1.38,60.57,2.3,33.79,93.22
Francisco Calvo,FC Juarez,DF,,CRC,31.0,14.0,0.07,0.07,0.09,0.02,51.9,1.64,0.21,65.2,81.0,88.1,87.5,61.4,76.5,0.14,0.11,0.5,0.13,0.1,0.14,0.36,4.0,0.14,2.07,1.21,7.14,49.57,1039.0,489.07,0.5,0.06,0.07,0.64,0.07,73.57,1.21,40.64,142.14
Gonzalo Pelúa,FC Juarez,DF,,URU,20.0,4.5,0.0,0.0,0.01,0.01,33.3,0.88,0.22,28.6,80.9,94.0,89.4,41.0,50.0,0.22,0.0,0.0,0.02,0.02,0.0,0.0,5.33,0.22,1.78,0.89,10.22,43.33,799.11,383.56,0.22,0.0,0.0,0.67,0.22,67.11,2.22,38.67,154.44
Haret Ortega,FC Juarez,DF,,MEX,23.0,5.0,0.0,0.0,0.03,0.01,80.0,1.0,0.0,68.4,81.3,83.6,86.4,60.7,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.0,2.4,0.2,2.2,1.6,2.8,32.2,648.0,227.2,0.4,0.0,0.0,0.4,0.0,51.6,0.0,21.8,52.0
Jairo Torres,FC Juarez,FW,,MEX,23.0,3.3,0.0,0.3,0.11,0.38,0.0,3.29,0.3,42.9,65.0,93.3,67.5,29.4,35.3,0.0,0.0,0.0,0.06,0.49,0.3,13.33,3.64,0.0,0.3,0.3,3.64,23.03,360.91,79.7,1.82,-0.09,0.0,0.0,5.76,47.27,5.15,27.58,81.82
Javier Salas,FC Juarez,MF,,MEX,29.0,20.8,0.0,0.0,0.03,0.02,50.0,1.3,0.0,39.5,88.6,90.9,92.9,69.8,66.7,0.1,0.0,0.0,0.04,0.05,0.0,0.43,2.45,0.0,0.82,0.91,6.35,37.16,660.1,196.83,0.48,-0.01,0.05,0.24,0.05,50.24,0.58,28.32,52.98
Jesús Venegas,FC Juarez,MF,,MEX,28.0,7.3,0.14,0.28,0.1,0.08,45.5,1.65,0.28,35.0,75.1,81.1,84.3,59.5,66.7,0.28,0.17,0.5,0.12,0.18,0.41,1.1,4.11,0.0,0.82,0.96,3.84,25.62,498.63,153.7,0.96,0.19,0.0,0.27,0.82,42.88,0.41,20.14,36.99
José Abella,FC Juarez,DF,,MEX,29.0,10.4,0.0,0.0,0.03,0.03,50.0,1.92,0.1,70.0,71.4,85.9,77.7,40.2,0.0,0.29,0.0,0.0,0.06,0.06,0.0,3.37,4.23,0.0,0.96,1.25,2.88,35.77,652.88,291.25,0.77,-0.03,0.0,0.48,2.31,60.38,0.38,24.42,45.38
José García,FC Juarez,DF,,MEX,27.0,17.9,0.06,0.0,0.03,0.0,62.1,0.67,0.06,50.6,82.8,91.7,90.2,59.8,0.0,0.22,0.09,0.25,0.05,0.03,0.06,0.11,2.01,0.0,1.51,0.95,3.46,39.89,880.17,374.3,0.11,0.0,0.0,0.84,0.0,59.55,0.06,34.41,88.32
Luis Alfonso Rodríguez,FC Juarez,DF,,MEX,32.0,15.6,0.0,0.13,0.02,0.08,40.7,2.43,0.19,68.4,78.2,88.1,85.3,54.1,52.0,0.0,0.0,0.0,0.04,0.1,0.13,3.78,4.55,0.0,1.47,1.15,6.67,41.54,747.24,311.99,1.09,0.04,0.0,0.45,2.18,63.21,1.6,33.72,89.62
Manuel Castro,FC Juarez,MF,FW,URU,27.0,7.1,0.28,0.42,0.17,0.28,36.4,3.93,0.42,31.8,62.5,83.5,60.5,42.3,66.7,0.7,0.12,0.4,0.07,0.45,0.7,9.15,1.41,0.0,0.7,0.7,4.08,23.24,413.52,121.27,2.11,0.14,0.0,0.42,8.31,47.46,2.11,26.34,70.56
Michael Santos,FC Juarez,FW,,URU,30.0,13.2,0.23,0.0,0.38,0.09,14.3,1.59,0.0,35.3,64.9,76.8,73.1,43.8,28.6,0.76,0.08,0.3,0.14,0.48,0.23,4.24,1.14,0.0,0.0,0.23,2.05,9.24,146.52,30.0,0.83,-0.09,0.0,0.08,0.38,25.0,1.59,11.52,29.47
Moises Castillo,FC Juarez,DF,,COL,22.0,23.5,0.0,0.09,0.01,0.01,74.4,0.55,0.04,57.1,84.8,90.6,90.4,64.0,50.0,0.04,0.0,0.0,0.05,0.02,0.09,0.26,2.85,0.04,1.87,1.23,6.43,41.87,854.77,298.21,0.21,0.08,0.0,0.34,0.04,61.36,0.94,35.4,101.83
Ralph Orquin,FC Juarez,DF,,USA,20.0,8.2,0.0,0.0,0.01,0.03,100.0,1.94,0.0,70.6,75.1,90.5,80.9,30.8,42.9,0.0,0.0,0.0,0.03,0.04,0.0,6.95,2.32,0.0,1.22,1.1,4.15,35.0,561.83,209.76,0.85,-0.04,0.0,0.24,4.39,57.8,2.56,30.0,86.1
Sebastián Jurado,FC Juarez,GK,,MEX,25.0,13.0,0.0,0.0,0.0,0.0,66.7,0.08,0.0,100.0,73.6,100.0,97.3,37.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.46,20.85,513.54,339.08,0.0,0.0,0.0,0.0,0.0,31.0,0.08,14.46,34.38
Sebastián Saucedo,FC Juarez,FW,MF,USA,26.0,8.9,0.11,0.0,0.1,0.04,52.2,3.38,0.0,18.2,79.2,88.8,81.5,63.3,45.0,0.79,0.05,0.14,0.05,0.15,0.11,4.83,2.7,0.0,0.34,1.01,4.16,26.97,470.79,120.56,1.01,-0.04,0.0,1.01,3.15,45.06,2.25,28.2,73.37
Ángel Zaldívar,FC Juarez,FW,,MEX,29.0,7.9,0.38,0.13,0.32,0.14,50.0,3.65,0.25,34.9,71.2,80.8,78.0,57.1,46.7,0.88,0.11,0.29,0.1,0.36,0.5,3.67,1.39,0.0,0.13,0.63,3.04,14.05,204.3,40.0,1.77,-0.03,0.25,0.0,0.13,31.77,1.9,17.22,18.1
Abraham Villegas,Toluca,DF,,Unknown,20.0,3.7,0.27,0.0,0.07,0.03,50.0,1.37,0.0,42.9,80.5,89.8,81.6,50.0,0.0,0.27,0.33,1.0,0.09,0.11,0.27,5.14,2.97,0.0,0.27,3.51,2.7,40.27,625.41,157.3,0.54,-0.03,0.0,0.27,1.35,64.32,0.81,32.97,76.76
Alexis Vega,Toluca,FW,MF,MEX,25.0,10.9,0.55,0.37,0.29,0.14,41.7,3.95,0.64,43.8,77.9,85.7,86.3,53.7,40.6,1.01,0.24,0.55,0.13,0.43,0.92,5.96,5.69,0.09,0.28,0.92,3.49,29.08,515.5,138.99,1.47,0.23,0.37,0.46,2.94,50.55,2.94,30.55,66.88
Andrés Mosquera Guardia,Toluca,DF,,COL,33.0,15.6,0.0,0.06,0.03,0.05,58.8,0.64,0.0,55.6,90.7,93.7,94.6,70.1,50.0,0.13,0.0,0.0,0.06,0.08,0.06,0.26,3.97,0.0,0.96,0.9,4.87,61.47,1177.31,476.03,0.38,0.02,0.0,0.19,0.0,76.73,0.26,41.86,67.37
Brian García,Toluca,DF,,MEX,25.0,29.5,0.1,0.14,0.12,0.06,52.8,2.23,0.24,50.0,82.7,89.7,85.2,64.2,45.0,0.44,0.09,0.23,0.1,0.18,0.24,5.63,4.44,0.0,1.12,0.95,5.83,50.2,918.71,246.24,0.95,0.08,0.07,0.98,2.47,70.78,1.36,41.25,118.0
Carlos Orrantía,Toluca,DF,MF,MEX,32.0,12.4,0.0,0.32,0.03,0.14,59.3,2.35,0.32,28.6,81.5,90.0,86.3,53.8,36.4,0.24,0.0,0.0,0.04,0.17,0.32,5.73,4.11,0.0,1.69,1.13,4.35,45.08,783.31,273.23,1.29,0.19,0.0,0.16,3.55,65.16,0.89,32.98,67.26
Claudio Baeza,Toluca,MF,,CHI,29.0,23.6,0.04,0.0,0.03,0.05,47.3,1.99,0.13,35.6,88.8,94.7,91.5,75.0,65.0,0.13,0.08,0.33,0.05,0.08,0.04,0.89,5.38,0.0,0.93,1.91,6.23,59.96,1174.32,355.0,0.85,-0.05,0.0,1.36,1.27,75.59,0.85,45.64,105.76
Edgar López,Toluca,FW,MF,MEX,24.0,19.1,0.26,0.05,0.29,0.21,40.0,2.71,0.31,33.3,74.2,81.8,77.9,62.5,35.0,0.63,0.15,0.42,0.17,0.5,0.31,7.43,1.99,0.0,0.31,0.47,1.99,18.53,254.5,43.3,1.52,-0.15,0.21,0.0,0.73,33.25,1.05,20.73,40.58
Federico Pereira,Toluca,DF,,URU,23.0,17.0,0.18,0.12,0.13,0.06,63.6,1.0,0.35,56.3,86.0,90.5,93.0,63.8,68.8,0.29,0.18,0.6,0.14,0.2,0.29,0.18,2.76,0.0,1.59,1.0,4.76,55.24,1148.53,436.18,0.18,0.05,0.0,1.06,0.18,74.12,0.94,44.47,140.29
Jean Meneses,Toluca,FW,MF,CHI,30.0,24.3,0.25,0.33,0.19,0.26,37.9,4.69,0.7,31.3,75.5,84.1,78.7,56.1,58.2,0.49,0.13,0.5,0.1,0.44,0.58,9.38,5.56,0.04,0.58,0.66,4.86,34.44,574.65,153.62,2.26,0.07,0.16,0.33,3.09,57.78,3.25,35.88,123.25
Jesús Angulo,Toluca,MF,FW,MEX,26.0,17.2,0.29,0.12,0.15,0.16,41.2,5.09,0.47,20.0,85.4,90.1,92.0,66.9,41.2,0.76,0.16,0.38,0.08,0.3,0.41,4.88,7.85,0.06,0.12,0.47,4.53,47.5,812.03,241.28,2.67,-0.04,0.17,0.64,2.85,64.36,1.98,40.29,96.45
Jesús Venegas,Toluca,MF,,MEX,28.0,6.7,0.0,0.0,0.0,0.0,29.4,0.3,0.3,58.8,86.6,91.3,91.8,53.7,50.0,0.0,0.0,0.0,0.02,0.0,0.0,0.6,2.99,0.0,1.94,1.49,6.42,52.09,909.1,261.19,0.0,0.0,0.0,0.6,0.0,71.34,0.6,38.36,68.81
Juan Domínguez,Toluca,FW,MF,MEX,24.0,23.9,0.33,0.17,0.27,0.18,34.5,3.47,0.42,20.5,81.0,88.3,80.5,64.6,46.3,0.88,0.18,0.38,0.15,0.45,0.5,8.03,2.68,0.0,0.29,0.92,3.97,27.62,397.32,87.11,1.55,-0.01,0.13,0.13,1.8,44.94,2.8,28.2,74.18
Juan Escobar,Toluca,DF,,PAR,28.0,10.0,0.0,0.0,0.03,0.03,45.5,0.4,0.1,65.2,83.0,89.5,91.6,52.6,100.0,0.1,0.0,0.0,0.04,0.06,0.0,0.4,3.6,0.2,1.5,0.4,4.5,49.7,951.9,264.7,0.3,-0.03,0.0,0.5,0.1,70.3,0.2,44.9,124.0
Marcel Ruiz,Toluca,MF,FW,MEX,22.0,27.8,0.07,0.14,0.15,0.11,54.4,2.26,0.32,55.4,86.9,89.2,91.8,79.1,32.1,0.47,0.04,0.15,0.09,0.26,0.22,3.45,6.08,0.0,0.76,1.65,4.82,45.94,821.58,215.47,0.86,0.03,0.32,0.4,0.36,62.95,1.01,36.37,86.55
Mauricio Isais,Toluca,DF,,MEX,22.0,7.1,0.0,0.0,0.03,0.02,42.9,1.13,0.0,47.8,75.8,88.2,78.8,55.9,46.9,0.14,0.0,0.0,0.06,0.05,0.0,4.23,4.23,0.0,0.99,1.13,3.94,46.76,856.76,261.69,0.14,-0.01,0.14,0.56,1.97,76.48,4.51,41.13,99.15
Maximiliano Araújo,Toluca,DF,FW,URU,23.0,23.3,0.13,0.13,0.16,0.17,48.8,3.35,0.43,48.3,81.3,88.6,83.9,54.8,41.3,0.64,0.09,0.2,0.11,0.33,0.26,9.18,4.25,0.0,0.69,0.9,4.46,37.25,598.2,181.8,1.2,-0.04,0.0,0.13,2.45,59.1,4.68,34.29,132.1
Pedro Raul,Toluca,FW,MF,BRA,26.0,6.6,0.3,0.0,0.37,0.1,14.3,2.88,0.15,60.5,66.7,79.5,56.5,50.0,73.3,0.91,0.1,0.33,0.12,0.47,0.3,6.06,1.82,0.0,0.0,0.15,3.03,14.55,191.97,41.97,0.91,-0.09,0.0,0.0,0.3,36.06,2.27,20.76,30.61
Robert Morales,Toluca,FW,,PAR,24.0,11.5,0.35,0.17,0.31,0.28,7.7,2.17,0.26,38.3,70.8,80.4,77.6,62.5,40.9,1.3,0.13,0.27,0.12,0.59,0.52,5.3,1.74,0.0,0.26,0.61,2.26,14.52,201.22,35.22,1.04,-0.1,0.09,0.43,0.17,29.91,1.91,16.78,37.39
Tiago Volpi,Toluca,GK,,BRA,32.0,34.0,0.26,0.0,0.26,0.0,0.0,0.12,0.03,72.7,76.8,99.3,98.8,54.4,66.7,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.09,0.06,0.0,0.03,1.09,28.47,810.15,555.53,0.03,0.0,0.0,0.15,0.0,40.03,0.09,22.35,60.26
Tomás Belmonte,Toluca,MF,,ARG,25.0,15.6,0.13,0.13,0.11,0.05,58.0,1.73,0.19,42.9,87.9,93.7,92.4,66.7,46.2,0.19,0.12,0.67,0.1,0.16,0.26,1.09,5.83,0.06,1.67,2.95,7.5,52.05,927.05,230.19,0.51,0.08,0.0,0.51,0.13,70.64,0.83,37.95,62.95
Valber Huerta,Toluca,DF,,CHI,29.0,22.3,0.0,0.04,0.04,0.03,59.1,1.03,0.31,58.8,89.3,92.7,94.2,74.4,100.0,0.09,0.0,0.0,0.05,0.06,0.04,0.09,6.19,0.04,1.26,0.72,5.11,63.5,1347.13,546.1,0.22,0.02,0.04,0.45,0.18,79.42,0.18,45.52,144.93
Abraham Bass,Atlas,MF,FW,MEX,21.0,4.4,0.0,0.0,0.05,0.04,42.9,2.04,0.0,66.7,78.3,85.1,83.8,60.7,100.0,0.0,0.0,0.0,0.05,0.09,0.0,1.14,5.68,0.0,1.59,1.36,5.68,36.82,671.36,202.27,1.14,-0.05,0.0,1.59,0.68,56.36,0.68,24.55,42.95
Aldo Rocha,Atlas,MF,,MEX,30.0,26.2,0.19,0.0,0.1,0.04,40.7,1.76,0.04,38.5,86.9,92.2,90.7,71.2,52.4,0.31,0.16,0.5,0.08,0.12,0.19,0.73,5.92,0.04,0.61,0.73,6.6,51.83,989.05,264.58,0.76,-0.04,0.11,0.84,0.53,67.4,0.8,42.06,76.11
Anderson Santamaría,Atlas,DF,,PER,31.0,16.7,0.0,0.06,0.03,0.06,68.2,0.6,0.06,50.7,84.3,91.9,92.4,62.3,83.3,0.12,0.0,0.0,0.05,0.09,0.06,0.06,2.28,0.06,1.44,1.56,5.15,38.5,808.74,330.9,0.36,0.0,0.06,0.6,0.18,56.59,0.36,31.68,62.04
Augusto Solari,Atlas,FW,MF,ARG,31.0,12.8,0.16,0.16,0.07,0.07,36.5,1.17,0.16,28.1,65.0,80.6,74.4,30.9,51.4,0.47,0.25,0.33,0.11,0.14,0.31,4.84,2.58,0.0,0.78,1.25,4.77,20.7,320.0,93.2,0.78,0.09,0.08,0.16,2.89,45.08,2.89,27.34,66.8
Brian Lozano,Atlas,FW,,URU,29.0,4.6,0.0,0.43,0.12,0.45,60.0,4.32,0.65,33.3,72.9,83.8,79.8,57.4,27.3,1.08,0.0,0.0,0.03,0.57,0.43,8.91,4.57,0.0,0.65,1.74,7.83,37.39,795.0,203.7,1.74,-0.02,0.43,2.39,4.35,67.83,4.78,47.61,112.17
Camilo Vargas,Atlas,GK,,COL,34.0,34.0,0.0,0.0,0.0,0.0,33.3,0.26,0.0,66.7,71.1,99.5,98.8,43.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,1.59,26.21,721.12,545.26,0.0,0.0,0.0,0.06,0.0,39.0,0.03,20.82,61.79
Carlos Robles,Atlas,DF,,MEX,23.0,10.8,0.19,0.0,0.09,0.01,77.8,1.11,0.09,76.4,84.2,88.9,90.7,59.0,0.0,0.28,0.22,0.67,0.11,0.1,0.19,0.19,3.43,0.09,1.76,1.39,3.7,37.96,752.96,305.65,0.09,-0.01,0.0,0.37,0.0,56.85,0.09,30.74,99.26
Edgar Zaldívar,Atlas,MF,,MEX,26.0,10.1,0.1,0.0,0.06,0.1,34.6,1.78,0.0,58.6,85.0,87.1,89.4,72.7,66.7,0.5,0.1,0.2,0.06,0.16,0.1,1.49,3.27,0.0,0.89,1.09,6.14,44.16,750.69,163.76,0.89,-0.1,0.1,0.69,0.79,62.28,0.59,36.44,66.24
Eduardo Aguirre,Atlas,FW,MF,MEX,24.0,17.8,0.39,0.11,0.39,0.05,0.0,2.02,0.28,27.3,70.2,81.3,67.7,36.4,38.2,0.79,0.13,0.43,0.13,0.39,0.51,4.66,1.18,0.0,0.39,0.22,2.02,13.09,179.55,30.79,0.67,0.07,0.11,0.11,1.29,32.64,1.91,18.76,27.98
Gaddi Aguirre,Atlas,DF,,MEX,27.0,16.2,0.0,0.0,0.04,0.05,61.9,0.92,0.12,52.7,83.4,92.2,88.4,56.1,77.8,0.06,0.0,0.0,0.06,0.09,0.0,0.19,2.22,0.0,1.42,1.05,3.77,45.49,857.9,328.58,0.31,-0.05,0.0,0.37,0.43,63.15,0.56,35.43,67.35
Hugo Nervo,Atlas,DF,,ARG,32.0,33.0,0.0,0.03,0.02,0.02,57.9,0.73,0.09,60.5,82.6,88.5,91.8,50.7,75.0,0.06,0.0,0.0,0.05,0.04,0.03,0.03,2.58,0.0,1.52,0.76,3.82,41.85,841.21,368.0,0.3,0.01,0.06,0.15,0.0,60.33,0.12,33.58,79.88
Idekel Domínguez,Atlas,DF,,MEX,23.0,7.5,0.0,0.0,0.01,0.04,44.4,1.47,0.13,27.3,71.2,85.6,74.7,52.9,0.0,0.0,0.0,0.0,0.02,0.05,0.0,1.6,1.47,0.0,1.6,1.2,4.0,31.6,631.2,203.6,0.67,-0.04,0.0,0.0,1.33,56.27,0.4,24.93,32.4
Jaziel Martínez,Atlas,MF,,MEX,22.0,6.1,0.17,0.33,0.05,0.33,31.3,4.29,0.83,50.0,83.4,90.6,88.9,69.2,33.3,0.17,0.11,1.0,0.03,0.37,0.5,1.97,6.89,0.0,1.15,0.82,7.38,41.31,699.34,202.79,1.8,0.0,0.66,0.49,0.82,60.16,1.48,33.77,69.84
Jhon Murillo,Atlas,FW,DF,VEN,27.0,11.3,0.09,0.09,0.19,0.15,77.8,3.46,0.44,45.5,78.5,82.2,81.1,64.5,43.6,0.62,0.06,0.14,0.11,0.33,0.18,8.32,2.21,0.0,0.44,0.8,3.81,24.51,418.58,82.57,1.06,-0.06,0.09,0.18,2.92,41.33,3.45,28.32,105.84
Jordy Caicedo,Atlas,FW,,ECU,25.0,17.9,0.28,0.06,0.49,0.06,30.0,2.29,0.17,50.5,70.9,79.3,71.4,70.6,43.3,1.29,0.1,0.22,0.16,0.5,0.34,5.08,0.78,0.0,0.22,0.17,1.96,11.45,161.12,15.36,0.89,-0.01,0.0,0.22,0.39,28.88,1.68,15.59,28.88
Jorge Guzmán,Atlas,FW,MF,MEX,19.0,8.1,0.0,0.25,0.06,0.11,33.3,2.99,0.25,29.4,70.4,86.8,75.0,35.3,33.3,0.37,0.0,0.0,0.13,0.17,0.25,9.14,2.72,0.0,0.49,0.74,4.2,24.69,390.99,102.1,1.36,0.14,0.0,0.37,4.94,45.31,3.33,29.75,91.23
José Abella,Atlas,DF,,MEX,29.0,17.0,0.0,0.0,0.01,0.07,48.8,2.12,0.18,37.5,76.3,87.4,82.3,59.3,33.3,0.18,0.0,0.0,0.04,0.09,0.0,3.59,5.0,0.0,1.24,1.18,4.18,41.65,802.53,332.41,0.71,-0.07,0.0,0.41,2.94,63.35,0.53,31.35,48.88
José Lozano,Atlas,DF,FW,MEX,24.0,18.2,0.11,0.11,0.04,0.1,64.5,2.03,0.22,52.6,69.8,89.1,67.0,37.1,34.6,0.44,0.13,0.25,0.05,0.14,0.22,5.0,3.02,0.05,0.88,0.99,4.56,30.33,487.97,216.54,0.71,0.01,0.11,0.49,3.02,54.95,1.43,27.47,52.31
Juan Zapata,Atlas,MF,,COL,23.0,14.9,0.27,0.0,0.21,0.05,52.0,2.68,0.2,40.7,82.4,90.4,86.5,64.0,33.3,0.94,0.09,0.29,0.07,0.25,0.27,2.95,4.3,0.0,0.67,1.34,5.1,35.91,656.98,154.63,0.74,-0.05,0.13,1.28,1.81,54.5,1.01,33.76,53.22
Luis Ricardo Reyes,Atlas,DF,,MEX,32.0,21.5,0.09,0.09,0.05,0.15,62.2,3.43,0.28,45.5,74.9,92.4,81.1,42.1,42.9,0.23,0.11,0.4,0.05,0.2,0.19,3.21,4.09,0.0,1.21,1.49,4.23,42.51,773.3,330.28,1.91,-0.06,0.09,0.51,6.98,66.28,0.98,32.98,66.51
Mateo García,Atlas,MF,FW,ARG,26.0,16.4,0.06,0.12,0.16,0.11,60.5,4.09,0.12,47.6,79.7,88.1,83.1,53.4,61.2,0.43,0.06,0.14,0.15,0.27,0.18,4.27,5.06,0.0,0.49,1.65,6.65,33.23,514.27,124.57,1.65,0.01,0.06,0.12,2.32,54.51,4.09,34.39,112.93
Raymundo Fulgencio,Atlas,FW,MF,MEX,23.0,12.1,0.0,0.25,0.05,0.24,33.3,4.2,0.49,15.4,68.8,81.7,76.4,41.2,51.5,0.33,0.0,0.0,0.03,0.29,0.25,6.36,2.81,0.0,0.25,0.74,4.3,26.03,440.74,138.51,2.23,0.01,0.08,0.41,6.78,47.19,2.73,30.25,95.04
Ángel Márquez,Atlas,MF,,MEX,23.0,20.0,0.1,0.0,0.15,0.04,42.4,2.66,0.2,59.5,83.2,87.0,87.1,65.8,41.5,0.6,0.04,0.17,0.07,0.19,0.1,4.6,3.95,0.0,1.4,1.35,5.95,39.4,617.05,163.0,0.8,-0.04,0.0,0.3,1.1,61.2,2.65,39.7,81.05
Alberto Herrera,Puebla,MF,DF,MEX,22.0,8.2,0.24,0.24,0.09,0.1,68.4,2.55,0.36,52.6,70.1,85.5,75.9,47.9,37.5,0.49,0.13,0.5,0.05,0.19,0.49,2.32,2.68,0.0,0.98,1.34,5.12,28.66,463.17,160.73,1.46,0.15,0.0,0.37,3.41,51.95,0.98,22.07,36.22
Brayan Angulo,Puebla,DF,,COL,33.0,31.4,0.06,0.22,0.06,0.14,53.8,3.06,0.48,55.9,78.5,90.0,80.3,57.3,62.3,0.32,0.08,0.2,0.07,0.19,0.29,3.18,5.29,0.0,1.11,1.24,5.25,43.54,763.66,303.85,1.4,0.09,0.13,0.54,4.11,67.26,4.9,36.97,136.46
Carlos Baltazar,Puebla,MF,FW,MEX,26.0,6.6,0.15,0.15,0.13,0.08,66.7,2.71,0.6,57.1,78.9,84.3,88.9,50.0,42.1,0.45,0.07,0.33,0.06,0.21,0.3,6.52,1.97,0.0,0.45,1.21,6.06,26.06,403.79,95.0,1.21,0.08,0.15,0.15,2.42,46.06,2.88,26.67,70.76
Daniel Álvarez,Puebla,MF,FW,MEX,29.0,14.8,0.0,0.14,0.13,0.21,37.0,3.92,0.27,31.6,64.9,81.8,66.3,47.0,33.3,0.54,0.0,0.0,0.07,0.34,0.14,6.22,3.18,0.0,0.61,0.88,3.85,20.34,342.57,112.16,2.16,-0.08,0.07,0.14,4.73,43.24,3.85,22.5,85.88
Diego De Buen,Puebla,MF,DF,MEX,32.0,33.7,0.18,0.03,0.09,0.04,42.6,1.99,0.15,55.9,84.1,89.6,91.4,57.8,61.9,0.45,0.14,0.4,0.07,0.12,0.21,0.68,3.98,0.03,1.19,1.07,4.99,40.59,755.19,250.03,0.8,-0.01,0.09,0.62,0.09,57.86,0.62,27.72,62.97
Efraín Orona,Puebla,DF,,MEX,24.0,7.4,0.0,0.13,0.02,0.05,71.4,1.34,0.13,63.9,74.4,80.2,89.6,42.4,50.0,0.13,0.0,0.0,0.02,0.07,0.13,0.54,2.3,0.0,1.62,1.22,3.24,31.89,637.57,262.16,0.95,0.08,0.0,0.27,0.41,54.19,0.27,22.84,71.62
Fernando Navarro Morán,Puebla,MF,,MEX,34.0,7.4,0.14,0.0,0.12,0.04,40.9,3.65,0.27,58.3,80.0,86.1,87.6,63.6,56.3,0.14,0.13,1.0,0.11,0.16,0.14,2.57,4.32,0.14,1.35,1.22,5.68,36.22,617.03,178.92,1.22,-0.04,0.0,0.14,2.3,55.95,2.16,28.38,84.19
Gabriel Carabajal,Puebla,MF,FW,ARG,31.0,5.5,0.0,0.36,0.19,0.26,16.7,5.64,0.36,66.7,74.9,84.3,82.5,54.4,45.0,0.55,0.0,0.0,0.06,0.45,0.36,6.91,5.82,0.0,0.36,1.45,8.18,34.18,687.64,188.18,2.73,0.11,0.18,0.55,6.18,59.82,3.64,34.55,83.45
Gastón Silva,Puebla,DF,,URU,29.0,27.9,0.04,0.0,0.06,0.01,51.6,0.65,0.0,49.5,84.5,91.9,92.3,67.2,50.0,0.22,0.08,0.17,0.12,0.06,0.04,0.22,3.41,0.0,0.82,1.08,4.55,44.16,968.85,369.35,0.18,-0.01,0.0,1.0,0.22,63.19,0.07,34.16,105.45
Guillermo Martínez Ayala,Puebla,FW,,MEX,28.0,15.0,0.66,0.07,0.39,0.1,28.6,2.33,0.2,65.3,68.3,74.0,69.8,51.7,44.4,1.33,0.18,0.4,0.1,0.39,0.73,4.2,2.07,0.0,0.07,0.07,2.53,14.53,223.4,58.93,1.27,-0.03,0.07,0.4,0.4,34.07,1.8,18.73,25.13
Gustavo Ferrareis,Puebla,DF,,BRA,27.0,29.3,0.03,0.03,0.04,0.07,48.4,2.56,0.14,56.5,76.9,87.6,79.8,50.7,46.5,0.2,0.03,0.17,0.04,0.1,0.07,3.75,3.72,0.0,1.16,1.33,5.6,36.48,633.31,248.98,0.92,-0.03,0.03,0.65,3.11,58.77,1.47,28.23,79.97
